ALDH1A1	00001	NP_000680.2	ALDH1A1	00001	NP_000680.2	in vivo;yeast 2-hybrid	12081471,16189514
PPP2R5A	03384	NP_006234.1	BCL2	01045	NP_000624.2	in vivo	11929874
CASP8	03459	NP_001073594.1	BCL2	01045	NP_000624.2	in vivo	11406564
TOMM20	03507	NP_055580.1	BCL2	01045	NP_000624.2	in vitro	9119086
BID	03590	NP_932070.1	BCL2	01045	NP_000624.2	in vitro;in vivo	9727491,11583631,9463381,12624108,16697956
PKMYT1	03920	NP_004194.3	BCL2	01045	NP_000624.2	in vivo	11326318
MAPK11	04208	AAB05036.1	BCL2	01045	NP_000624.2	in vitro	11495898
BAD	04409	NP_004313.1	BCL2	01045	NP_000624.2	in vitro;in vivo;yeast 2-hybrid	7834748,11483855,9463381,16697956,19168699
BNIP1	04480	NP_053582.2	BCL2	01045	NP_000624.2	in vitro;yeast 2-hybrid	10217402
BNIP2	04481	NP_004321.2	BCL2	01045	NP_000624.2	in vitro;yeast 2-hybrid	12901880,7954800
BNIP3	04482	NP_004043.2	BCL2	01045	NP_000624.2	in vitro;in vivo;yeast 2-hybrid	10625696
RERE	05566	NP_036234.3	EFEMP1	03331	NP_004096.2	yeast 2-hybrid	16713569
ATP1A3	01666	NP_689509.1	ATXN1	03333	NP_000323.2	yeast 2-hybrid	16713569
ATN1	06311	NP_001931.2	MBP	01158	NP_001020272.1	yeast 2-hybrid	16713569
BIK	04547	NP_001188.1	BCL2	01045	NP_000624.2	in vitro;in vivo	12853473,9525867,9463381,16697956
HRK	04581	NP_003797.1	BCL2	01045	NP_000624.2	in vivo;yeast 2-hybrid	9130713,10075695
RAD9A	04788	NP_004575.1	BCL2	01045	NP_000624.2	in vivo;yeast 2-hybrid	10620799
BCL2L11	04828	NP_619527.1	BCL2	01045	NP_000624.2	in vitro;in vivo	9430630,10198631,9463381,16697956
BAG3	04860	NP_004272.2	BCL2	01045	NP_000624.2	in vitro;in vivo	11513873
BAG4	04861	NP_004865.1	BCL2	01045	NP_000624.2	in vitro	11527400
ITM2B	04878	NP_068839.1	BCL2	01045	NP_000624.2	in vitro	12082633
BECN1	05087	NP_003757.1	BCL2	01045	NP_000624.2	in vitro;in vivo;yeast 2-hybrid	9765397
FKBP8	05327	NP_036313.3	BCL2	01045	NP_000624.2	in vitro;in vivo;yeast 2-hybrid	12510191
BCL2L14	05841	NP_620048.1	BCL2	01045	NP_000624.2	in vivo	11054413
ATN1	06311	NP_001931.2	MDFI	07280	NP_005577.1	yeast 2-hybrid	16713569
BMF	05881	NP_277038.1	BCL2	01045	NP_000624.2	in vivo	11546872,16697956
BCL2L10	06071	NP_065129.1	BCL2	01045	NP_000624.2	in vivo	11278245
RTN4	07259	NP_065393.1	BCL2	01045	NP_000624.2	in vitro;in vivo;yeast 2-hybrid	11126360
BNIP3L	07288	NP_004322.1	BCL2	01045	NP_000624.2	in vitro;in vivo;yeast 2-hybrid	10467396,9973195
PPP2CA	08912	NP_002706.1	BCL2	01045	NP_000624.2	in vitro	9852076
TP53AIP1	10397	BAB16421.1	BCL2	01045	NP_000624.2	in vivo	12019168
SPNS1	11599	NP_114427.1	BCL2	01045	NP_000624.2	in vivo	12815463
TP53BP2	11803	NP_001026855.2	BCL2	01045	NP_000624.2	in vitro;yeast 2-hybrid	8668206
PMAIP1	12002	NP_066950.1	BCL2	01045	NP_000624.2	in vivo	10807576
PPP1CA	15942	NP_001008709.1	BCL2	01045	NP_000624.2	in vitro;in vivo;yeast 2-hybrid	11390485
ATN1	06311	NP_001931.2	NELL1	09081	NP_006148.2	yeast 2-hybrid	16713569
BBC3	16165	NP_001120712.1	BCL2	01045	NP_000624.2	in vitro;in vivo	11463392,16697956
BCLAF1	16544	NP_055554.1	BCL2	01045	NP_000624.2	in vitro;yeast 2-hybrid	10330179
BFAR	16548	NP_057645.1	BCL2	01045	NP_000624.2	in vivo	10716992
BNIPL	16557	NP_612122.2	BCL2	01045	NP_000624.2	in vitro;yeast 2-hybrid	12901880
MOAP1	17580	NP_071434.2	BCL2	01045	NP_000624.2	in vitro;in vivo	11060313
ABCA1	02501	NP_005493.2	RAPGEF6	11483	NP_057424.3	in vitro	16192288
ABCA1	02501	NP_005493.2	RIMS2	09436	NP_001093587.1	in vitro	16192289
NFKB1	01238	NP_003989.2	LYL1	01046	NP_005574.2	in vitro;in vivo;yeast 2-hybrid	10023675
LMO2	01586	NP_005565.2	LYL1	01046	NP_005574.2	in vivo	7957052
LMO1	01738	NP_002306.1	LYL1	01046	NP_005574.2	in vivo	7957052
ATN1	06311	NP_001931.2	NELL2	11891	NP_001138579.1	yeast 2-hybrid	16713569
DRG1	16034	NP_004138.1	LYL1	01046	NP_005574.2	in vitro	8649774
PRKACA	03382	NP_002721.1	STMN1	01047	NP_001138926.1	in vitro;in vivo	8376365,8002936
MAPK3	03479	NP_002737.2	STMN1	01047	NP_001138926.1	in vivo	8376365,11135364,8325880
HSPA8	07205	NP_006588.1	STMN1	01047	NP_001138926.1	in vitro;in vivo	10197448
UHMK1	12318	NP_787062.1	STMN1	01047	NP_001138926.1	in vivo;yeast 2-hybrid	7724523
ABCA1	02501	NP_005493.2	MPP6	09509	NP_057531.2	in vitro	16192290
POU2F1	01250	NP_002688.2	LIFR	01048	NP_002301.1	in vitro	10383413
OSM	01300	NP_065391.1	LIFR	01048	NP_002301.1	in vitro	1542794,1536831,16051226
PLCG1	01398	NP_002651.2	LIFR	01048	NP_002301.1	in vivo	7512571
PTPN11	01470	NP_002825.3	LIFR	01048	NP_002301.1	in vitro;in vivo	10800945
COL4A3	00354	NP_000082.2	SAA1	00097	NP_000322.2	in vitro	8995276
PTPN6	01475	NP_536859.1	LIFR	01048	NP_002301.1	in vivo	10800945
MAPK1	01496	NP_002736.3	LIFR	01048	NP_002301.1	in vivo	7777512
CTF1	02699	NP_001321.1	LIFR	01048	NP_002301.1	in vivo	11834704
IL6ST	02824	NP_002175.2	LIFR	01048	NP_002301.1	in vivo	12047380
LIF	08869	NP_002300.1	LIFR	01048	NP_002301.1	in vitro	12601009,16051226
IL31RA	17145	NP_620586.3	LIFR	01048	NP_002301.1	in vivo	14504285,15184896
ITGAX	01051	NP_000878.2	FCER2	01049	NP_001993.2	in vivo	7621072
ITGB2	02506	NP_000202.2	FCER2	01049	NP_001993.2	in vivo	7621072
PTPRC	01050	NP_002829.2	LCK	01080	NP_005347.3	in vitro;in vivo	8576115,8473339,8663450,12589038,11369760,10330160,9973453
MBL2	01107	NP_000233.1	PTPRC	01050	NP_002829.2	in vitro;in vivo	11564800
COL4A2	00355	NP_001837.2	SAA1	00097	NP_000322.2	in vitro	8995276
PTPRC	01050	NP_002829.2	LYN	01301	NP_002341.1	in vitro;in vivo	10415030,12393728
PAEP	01411	AAA35801.1	PTPRC	01050	NP_002829.2	in vitro;in vivo	12556471
PTPN6	01475	NP_536859.1	PTPRC	01050	NP_002829.2	in vivo	10228003,9368621
PTPRC	01050	NP_002829.2	TYK2	01490	NP_003322.3	in vitro	11201744
ZAP70	01495	NP_001070.2	PTPRC	01050	NP_002829.2	in vitro	7737297
CD28	01727	NP_006130.1	PTPRC	01050	NP_002829.2	in vivo	1355979
CD247	01729	NP_932170.1	PTPRC	01050	NP_002829.2	in vitro	7526385
CD8A	01737	NP_001759.3	PTPRC	01050	NP_002829.2	in vivo	1834739
CD4	01740	NP_000607.1	PTPRC	01050	NP_002829.2	in vivo	1834739
CD2	01750	AAA51946.1	PTPRC	01050	NP_002829.2	in vitro;in vivo	1976695,1970422
COL4A1	00359	NP_001836.2	SAA1	00097	NP_000322.2	in vitro	8995276
CD1D	01780	NP_001757.1	PTPRC	01050	NP_002829.2	in vivo	10473580
DPP4	02187	NP_001926.2	PTPRC	01050	NP_002829.2	in vivo	1680916
JAK3	02547	NP_000206.2	PTPRC	01050	NP_002829.2	in vitro	11994288
LCP2	03362	NP_005556.1	PTPRC	01050	NP_002829.2	in vivo	8703037
GANAB	03516	NP_938149.2	PTPRC	01050	NP_002829.2	in vitro;in vivo	9148925,11564800,10921916
PRKCSH	03518	NP_002734.2	PTPRC	01050	NP_002829.2	in vitro;in vivo	9148925
SEMA4D	03520	NP_006369.3	PTPRC	01050	NP_002829.2	in vitro;in vivo	11254687,8955171
PPFIBP2	04391	NP_003612.2	PTPRC	01050	NP_002829.2	in vitro	9624153
PTPRC	01050	NP_002829.2	SKAP1	05396	NP_003717.3	in vitro;in vivo;yeast 2-hybrid	11909961
LSM1	06281	NP_055277.1	PTPRC	01050	NP_002829.2	in vivo	8980254
COL4A4	00360	NP_000083.3	SAA1	00097	NP_000322.2	in vitro	8995276
ANP32A	09014	NP_006296.1	PTPRC	01050	NP_002829.2	in vitro;in vivo	1655467
PTPRCAP	09032	NP_005599.1	PTPRC	01050	NP_002829.2	in vitro	8537410
PPFIA1	11451	NP_003617.1	PTPRC	01050	NP_002829.2	in vitro	9624153
ITGB2	02506	NP_000202.2	ITGAX	01051	NP_000878.2	in vivo	11937543,7621072
JAM3	06042	NP_116190.2	ITGAX	01051	NP_000878.2	in vivo	12208882
CBL	01320	NP_005179.2	LTK	01052	NP_002335.2	in vitro;in vivo	9223670
PTPN1	01477	NP_002818.1	LTK	01052	NP_002335.2	in vitro	12237455
SHC1	02780	NP_001123512.1	LTK	01052	NP_002335.2	in vitro	9223670
PIK3C2B	04160	NP_002637.3	LTK	01052	NP_002335.2	in vivo	8084603,9223670
CD4	01740	NP_000607.1	CD53	01054	NP_000551.1	in vitro	7539755
FPR1	00646	NP_002020.1	SAA1	00097	NP_000322.2	in vitro	10753626
CD2	01750	AAA51946.1	CD53	01054	NP_000551.1	in vivo	1346273
GGT1	01980	NP_038347.2	CD53	01054	NP_000551.1	in vivo	9862348
HEXB	06043	NP_000512.1	LGTN	01057	NP_008824.2	in vitro	7299841
LYZ	01085	NP_000230.1	LCN1	01059	NP_002288.1	in vitro	10558865
LMBR1L	17276	NP_060583.2	LCN1	01059	NP_002288.1	in vitro	11287427
ABCA1	02501	NP_005493.2	PDLIM3	08388	NP_055291.2	in vitro	16192291
SRC	01819	NP_005408.1	ANXA1	01060	NP_000691.1	in vitro	2457390
TGM2	01825	NP_004604.2	ANXA1	01060	NP_000691.1	in vitro	1670773
DYSF	04307	NP_001124459.1	ANXA1	01060	NP_000691.1	in vitro	14506282
S100A11	04385	NP_005611.1	ANXA1	01060	NP_000691.1	in vitro;in vivo	12645011,8557678
LAMA1	01033	NP_005550.2	SAA1	00097	NP_000322.2	in vitro	8995276
TRPM7	10418	NP_060142.3	ANXA1	01060	NP_000691.1	in vitro;in vivo	15485879
RIMS1	09435	NP_055804.2	CACNA1B	03005	NP_000709.1	in vitro	11438518
PLG	01417	NP_000292.1	ANXA2	01061	NP_001002858.1	in vitro	10077593
PLAT	01419	NP_000921.1	ANXA2	01061	NP_001002858.1	in vitro;in vivo	12468550,11978811
PHB	01454	NP_002625.1	ANXA2	01061	NP_001002858.1	in vitro;in vivo;yeast 2-hybrid	12628297
PRKCA	01498	NP_002728.1	ANXA2	01061	NP_001002858.1	in vitro;in vivo	2946940
PRKCB	01499	NP_002729.2	ANXA2	01061	NP_001002858.1	in vitro;in vivo	8898866
SRC	01819	NP_005408.1	ANXA2	01061	NP_001002858.1	in vitro;in vivo	11106497
DYSF	04307	NP_001124459.1	ANXA2	01061	NP_001002858.1	in vitro	14506282
LYPLA1	07063	NP_006321.1	ANXA2	01061	NP_001002858.1	in vitro;in vivo	1531641
PRDM1	04572	NP_001189.2	ATXN1	03333	NP_000323.2	yeast 2-hybrid	16713569
-	12133	NP_060915.2	SAA1	00097	NP_000322.2	in vitro;yeast 2-hybrid	12031974
PLA1A	07078	NP_056984.1	ANXA2	01061	NP_001002858.1	in vitro;in vivo	1531641
S100A4	15914	NP_002952.1	ANXA2	01061	NP_001002858.1	in vitro;in vivo	15788416
LGALS13	16375	NP_037400.1	ANXA2	01061	NP_001002858.1	in vitro	15009185
MAPK1	01496	NP_002736.3	LIPE	01062	NP_005348.2	in vitro	11581251
FABP4	02698	NP_001433.1	LIPE	01062	NP_005348.2	in vitro;in vivo;yeast 2-hybrid	10318917
STAR	02794	NP_000340.2	LIPE	01062	NP_005348.2	in vitro;in vivo	12925534
PRKACA	03382	NP_002721.1	LIPE	01062	NP_005348.2	in vitro;in vivo	9417067,14641008
MAPK3	03479	NP_002737.2	LIPE	01062	NP_005348.2	in vitro	11581251
KATNA1	05986	NP_008975.1	LIPE	01062	NP_005348.2	in vitro;in vivo	10445032
RIMS1	09435	NP_055804.2	CACNA1C	00246	NP_955630.2	in vitro	11438519
ATN1	06311	NP_001931.2	PCSK5	08985	NP_006191.2	yeast 2-hybrid	16713569
LRP2	02509	NP_004516.2	LPA	01063	NP_005568.2	in vitro	10073957
MMP12	03027	NP_002417.2	LPA	01063	NP_005568.2	in vitro	10187779
FBLN5	05204	NP_006320.2	LPA	01063	NP_005568.2	in vivo;yeast 2-hybrid	12111551
THBS1	01765	NP_003237.2	TFPI	01064	NP_006278.1	in vitro	10922378
F10	01966	NP_000495.1	TFPI	01064	NP_006278.1	in vitro	12787023,3422166
PRSS3	06685	NP_031369.2	TFPI	01064	NP_006278.1	in vitro	7498454
ALOX5AP	04742	NP_001620.2	ALOX5	01065	NP_000689.1	in vivo	9445303
TGFBRAP1	06948	NP_004248.2	ALOX5	01065	NP_000689.1	in vivo	10051563
COL4A1	00359	NP_001836.2	SAA2	00098	NP_110381.2	in vitro	8995276
COTL1	09482	NP_066972.1	ALOX5	01065	NP_000689.1	in vitro;in vivo;yeast 2-hybrid	11297527,10051563
MAPKAPK2	11882	NP_116584.2	ALOX5	01065	NP_000689.1	in vitro	10779545,11844797
RIMS1	09435	NP_055804.2	SYT1	01710	NP_005630.1	in vitro	11438520
KRT85	04139	NP_002274.1	ALOX12	01066	NP_000688.2	yeast 2-hybrid	10727209
ALOX12	01066	NP_000688.2	TRIB1	09863	NP_079471.1	yeast 2-hybrid	10727209
RIMS1	09435	NP_055804.2	SNAP25	02637	NP_003072.2	in vitro	11438521
KCNE1	01442	NP_000210.2	KCNH2	01069	NP_000229.1	in vitro	9230439
PRKACA	03382	NP_002721.1	KCNH2	01069	NP_000229.1	in vitro	11953308,10837251
KCNE2	04813	NP_751951.1	KCNH2	01069	NP_000229.1	in vivo	11278781
YWHAE	05457	NP_006752.1	KCNH2	01069	NP_000229.1	in vitro;in vivo;yeast 2-hybrid	11953308
ALG10	10346	CAC41349.1	KCNH2	01069	NP_000229.1	in vivo	14525949
ALG10B	11923	NP_001013642.1	KCNH2	01069	NP_000229.1	in vivo	14525949
SPRR3	01652	NP_005407.1	LOR	01070	BAA25794.1	in vitro	11443109
EVPL	03352	NP_001979.2	LOR	01070	BAA25794.1	in vivo	8999895
POU2F1	01250	NP_002688.2	XRCC6	01071	NP_001460.1	in vitro	12672812
VAV1	01284	NP_005419.2	XRCC6	01071	NP_001460.1	in vivo;yeast 2-hybrid	8524317
PCNA	01456	NP_002583.1	XRCC6	01071	NP_001460.1	in vitro;in vivo	11239001,12171929
CLU	01706	NP_001822.2	XRCC6	01071	NP_001460.1	in vitro;in vivo;yeast 2-hybrid	10219089,12551933
TERT	01754	NP_003210.1	XRCC6	01071	NP_001460.1	in vitro;in vivo	12377759
ABL1	01809	NP_009297.2	XRCC6	01071	NP_001460.1	in vivo	9798959
MRE11A	02889	NP_005582.1	XRCC6	01071	NP_001460.1	in vivo;yeast 2-hybrid	10508516
PRKDC	02941	NP_008835.5	XRCC6	01071	NP_001460.1	in vitro;in vivo	11279128,10446239,9312071
MAPK8	03100	NP_620637.1	XRCC6	01071	NP_001460.1	in vitro;in vivo	11749722
NCF4	03289	NP_038202.2	XRCC6	01071	NP_001460.1	in vitro;yeast 2-hybrid	9914162
TERF2	03610	NP_005643.1	XRCC6	01071	NP_001460.1	in vitro;in vivo;yeast 2-hybrid	11112778,10984620
KAT2A	03807	NP_066564.2	XRCC6	01071	NP_001460.1	in vitro;in vivo	9488450
CHEK1	04356	NP_001265.2	XRCC6	01071	NP_001460.1	in vitro;in vivo	12756247
PTTG1	04998	NP_004210.1	XRCC6	01071	NP_001460.1	in vitro;in vivo	11238996
CBX5	05131	NP_036249.1	XRCC6	01071	NP_001460.1	in vitro;in vivo;yeast 2-hybrid	11112778
LAMA1	01033	NP_005550.2	SAA2	00098	NP_110381.2	in vitro	8995276
WRN	05212	NP_000544.2	XRCC6	01071	NP_001460.1	in vitro;in vivo	12177300,10783163,11328876
NCOA6	05599	NP_054790.2	XRCC6	01071	NP_001460.1	in vitro	12519782
DNTT	08925	NP_004079.3	XRCC6	01071	NP_001460.1	in vitro;in vivo	10570175
XRCC5	08935	NP_066964.1	XRCC6	01071	NP_001460.1	in vitro;in vivo;yeast 2-hybrid	10446239,12519782,10207052,8702520,12145306,17159921,11493912
CCT3	08969	NP_005989.3	XRCC6	01071	NP_001460.1	yeast 2-hybrid	15383276
XRCC6BP1	17256	NP_150592.1	XRCC6	01071	NP_001460.1	in vivo;yeast 2-hybrid	10219089
RIMS1	09435	NP_055804.2	STX1A	01721	NP_004594.1	in vitro	11438522
XRCC6	01071	NP_001460.1	PGR	07077	NP_000917.3	in vitro	10750018
HMGA1	02829	NP_665906.1	RARG	01573	NP_000957.1	yeast 2-hybrid	10428834
LHCGR	01073	NP_000224.2	LHB	01072	NP_000885.1	in vivo	3470775
TSHR	04537	NP_000360.2	LHCGR	01073	NP_000224.2	in vitro	1651314
GIPC1	05462	NP_005707.1	LHCGR	01073	NP_000224.2	in vitro;in vivo;yeast 2-hybrid	14507927
CHST9	13058	AAQ88852.1	LHCGR	01073	NP_000224.2	in vitro	11445554
HMGA1	02829	NP_665906.1	PPARG	03288	NP_056953.2	yeast 2-hybrid	10428835
TNFRSF8	01074	NP_001234.2	TNFRSF8	01074	NP_001234.2	in vivo	11971184,12557237
TRAF1	03418	NP_005649.1	TNFRSF8	01074	NP_001234.2	in vivo	8627180,9168896,8943059
TRAF2	03538	NP_066961.2	TNFRSF8	01074	NP_001234.2	in vitro;in vivo;yeast 2-hybrid	8999898,11971184,9168896,9353251,8627180,8943059
TRAF3	03539	NP_663777.1	TNFRSF8	01074	NP_001234.2	in vivo	9168896,8943059
TRAF5	03834	NP_004610.1	TNFRSF8	01074	NP_001234.2	in vitro;in vivo;yeast 2-hybrid	8999898,11971184
TNFSF8	04852	NP_001235.1	TNFRSF8	01074	NP_001234.2	in vitro	11754357
COL4A1	00359	NP_001836.2	SAA4	00099	NP_006503.1	in vitro	8995276
TTRAP	05771	NP_057698.2	TNFRSF8	01074	NP_001234.2	in vivo;yeast 2-hybrid	10764746
MITF	01138	NP_937802.1	LEF1	01075	NP_057353.1	in vitro;in vivo;yeast 2-hybrid	12032083
TRA@	01736	AAH71758.1	LEF1	01075	NP_057353.1	in vitro;in vivo	9119227,1827423
NOTCH1	01827	NP_060087.3	LEF1	01075	NP_057353.1	in vitro;in vivo	11604490
TLE1	02557	NP_005068.2	LEF1	01075	NP_057353.1	in vitro;in vivo;yeast 2-hybrid	9751710
UBTF	02814	NP_055048.1	LEF1	01075	NP_057353.1	in vivo	12748295
KPNA2	02818	NP_002257.1	LEF1	01075	NP_057353.1	in vitro;in vivo;yeast 2-hybrid	8631802
KPNA1	02819	NP_002255.3	LEF1	01075	NP_057353.1	in vitro;in vivo;yeast 2-hybrid	8631802
SMAD4	02995	NP_005350.1	LEF1	01075	NP_057353.1	in vitro;in vivo	10890911
SMAD2	03221	NP_005892.1	LEF1	01075	NP_057353.1	in vitro;in vivo	10890911
ATN1	06311	NP_001931.2	PFKL	01385	NP_001002021.1	yeast 2-hybrid	16713569
SMAD1	03356	NP_005891.1	LEF1	01075	NP_057353.1	in vivo	10890911
EP300	04078	NP_001420.2	LEF1	01075	NP_057353.1	in vitro;in vivo	12446687
SMAD3	04380	NP_005893.1	LEF1	01075	NP_057353.1	in vitro;in vivo	10890911
ALX4	05661	NP_068745.2	LEF1	01075	NP_057353.1	in vitro	11696550
PIAS4	06910	NP_056981.2	LEF1	01075	NP_057353.1	in vitro;in vivo;yeast 2-hybrid	11731474
THOC4	09168	NP_005773.3	LEF1	01075	NP_057353.1	in vitro	9119228
NLK	17637	NP_057315.3	LEF1	01075	NP_057353.1	in vitro;in vivo	12901858,12556497
AP2M1	03014	NP_004059.2	LAMP1	01076	NP_005552.3	in vitro;yeast 2-hybrid	7569928
AP1M1	04639	NP_001123996.1	LAMP1	01076	NP_005552.3	in vitro;yeast 2-hybrid	7569928
SERPINA3	00120	NP_001076.2	APP	00100	NP_000475.1	in vivo	10048303,2190106
CEBPZ	09875	NP_005751.2	LAG3	01077	NP_002277.4	in vitro;yeast 2-hybrid	11592063
CENPJ	09876	NP_060921.3	LAG3	01077	NP_002277.4	in vitro;in vivo;yeast 2-hybrid	11592063
LCK	01080	NP_005347.3	CD5	01078	NP_055022.2	in vitro;in vivo	7513045,11298344,15144186
CBL	01320	NP_005179.2	CD5	01078	NP_055022.2	in vitro	9603468
PIK3R1	01381	NP_852664.1	CD5	01078	NP_055022.2	in vivo	9079809
PTPN6	01475	NP_536859.1	CD5	01078	NP_055022.2	in vivo	10082557
ZAP70	01495	NP_001070.2	CD5	01078	NP_055022.2	in vivo	9378960
PRKCA	01498	NP_002728.1	CD5	01078	NP_055022.2	in vitro	11123317
PRKCB	01499	NP_002729.2	CD5	01078	NP_055022.2	in vitro	11123317
PRKCG	01502	NP_002730.1	CD5	01078	NP_055022.2	in vitro	11123317
PLD1	03855	NP_002653.1	ACTG1	00017	NP_001605.1	in vitro;in vivo	12388543
APOE	00135	NP_000032.1	APP	00100	NP_000475.1	in vitro	10559559
CD6	01724	NP_006716.3	CD5	01078	NP_055022.2	in vitro;in vivo	12473675
CD247	01729	NP_932170.1	CD5	01078	NP_055022.2	in vitro;in vivo	1385158
CD4	01740	NP_000607.1	CD5	01078	NP_055022.2	in vitro	7539755
CD2	01750	AAA51946.1	CD5	01078	NP_055022.2	in vivo	10510361
DYNLT3	02249	NP_006511.1	CD5	01078	NP_055022.2	yeast 2-hybrid	9692886
HNRNPU	04185	NP_114032.2	CD5	01078	NP_055022.2	in vivo	9079809
CAMK2D	09653	NP_001212.2	CD5	01078	NP_055022.2	in vitro;yeast 2-hybrid	9692886
ICAM5	03509	NP_003250.3	ITGAL	01079	NP_002200.2	in vitro	8995416
RANBP9	04835	NP_005484.2	ITGAL	01079	NP_002200.2	in vitro;in vivo;yeast 2-hybrid	14722085
LCK	01080	NP_005347.3	LCK	01080	NP_005347.3	in vitro	8879209,8945479,8258691,8405050,15144186
LRP1	00138	NP_002323.2	APP	00100	NP_000475.1	in vivo	12212791,7543026
CDC25C	01146	NP_001781.2	LCK	01080	NP_005347.3	in vivo	11389730
LCK	01080	NP_005347.3	NFKBIA	01235	NP_065390.1	in vitro;in vivo	8797825,12429743,9792645
RAF1	01265	NP_002871.1	LCK	01080	NP_005347.3	in vivo	8939988
LCK	01080	NP_005347.3	VAV1	01284	NP_005419.2	in vivo	10669745
KIT	01287	NP_000213.1	LCK	01080	NP_005347.3	in vitro	9788619
CBL	01320	NP_005179.2	LCK	01080	NP_005347.3	in vivo	9178909,11904433,11741956
LCK	01080	NP_005347.3	PIK3R1	01381	NP_852664.1	in vitro;in vivo	7504174,9461588,8294442
PIK3CA	01382	NP_006209.2	LCK	01080	NP_005347.3	in vitro	8020561
PLCG1	01398	NP_002651.2	LCK	01080	NP_005347.3	in vivo	1500851
PECAM1	01425	NP_000433.3	LCK	01080	NP_005347.3	in vitro	9624175
GRB2	00150	NP_002077.1	APP	00100	NP_000475.1	in vivo	12485888
PTPN11	01470	NP_002825.3	LCK	01080	NP_005347.3	in vitro	10617656
PTPN6	01475	NP_536859.1	LCK	01080	NP_005347.3	in vitro;in vivo	8114715,11294838,12468540,8692915,10488096,10574931,7512963
LCK	01080	NP_005347.3	ZAP70	01495	NP_001070.2	in vitro;in vivo	10318843,7961936,9685404,15144186,8798643
MAPK1	01496	NP_002736.3	LCK	01080	NP_005347.3	in vitro;in vivo	8626561,8506364,8618896
PRKCA	01498	NP_002728.1	LCK	01080	NP_005347.3	in vitro;in vivo	8506364
LCK	01080	NP_005347.3	PRKCD	01501	NP_006245.2	in vitro	11381116
PTPRF	01552	NP_002831.2	LCK	01080	NP_005347.3	in vitro;in vivo	12496362
CD28	01727	NP_006130.1	LCK	01080	NP_005347.3	in vitro	10430626
CD4	01740	NP_000607.1	LCK	01080	NP_005347.3	in vivo	11854499,8104794
LCK	01080	NP_005347.3	ITK	01746	NP_005537.3	in vitro;in vivo	9312162,15144186
CALR	00169	NP_004334.1	APP	00100	NP_000475.1	in vivo	11378243
CD2	01750	AAA51946.1	LCK	01080	NP_005347.3	in vitro;in vivo	8551220
THY1	01769	NP_006279.2	LCK	01080	NP_005347.3	in vivo	1351058
NOTCH1	01827	NP_060087.3	LCK	01080	NP_005347.3	in vivo	14583609
SYK	02514	NP_003168.2	LCK	01080	NP_005347.3	in vivo	7539035,8798764
JAK3	02547	NP_000206.2	LCK	01080	NP_005347.3	in vitro;in vivo	11278738
LCK	01080	NP_005347.3	PLCG2	02570	AAH11772.1	in vitro	12181444,7682059,15144186
LCK	01080	NP_005347.3	PRKCQ	02710	NP_006248.1	in vitro;in vivo	10652356
LCK	01080	NP_005347.3	STAT1	02777	NP_009330.1	in vitro;in vivo	7657660,11294897,10918587,15322115,7543024,11839738,12817007,7690989,12637327
LCK	01080	NP_005347.3	SHC1	02780	NP_001123512.1	in vivo	12237775,11075717,10764799,9121430,9446569,10816433,10896916,10921922,9741627,9710204,10482988
CTSD	00291	NP_001900.1	APP	00100	NP_000475.1	in vitro;in vivo	10605825,8943232,10931940,8930981,7523115
DLG1	03007	NP_004078.2	LCK	01080	NP_005347.3	in vitro;in vivo	9341123
TUB	03121	NP_003311.2	LCK	01080	NP_005347.3	in vitro;in vivo	10455176
PTK2B	03131	NP_004094.3	LCK	01080	NP_005347.3	in vitro;in vivo	9091579
CCR5	03223	NP_000570.1	LCK	01080	NP_005347.3	in vivo	11591716
SQSTM1	03319	NP_003891.1	LCK	01080	NP_005347.3	in vitro;in vivo	8650207
LCK	01080	NP_005347.3	LCP2	03362	NP_005556.1	in vitro;in vivo	8702662,16354835
PRKACA	03382	NP_002721.1	LCK	01080	NP_005347.3	in vitro;in vivo	8506364
MAPK3	03479	NP_002737.2	LCK	01080	NP_005347.3	in vitro;in vivo	8506364,8618896
PLD2	03857	NP_002654.3	LCK	01080	NP_005347.3	in vivo	12697812
KHDRBS1	03926	NP_006550.1	LCK	01080	NP_005347.3	in vivo	9045636
CHRNA7	00339	NP_000737.1	APP	00100	NP_000475.1	in vitro;in vivo	10681545
PXN	03937	BAA18998.1	LCK	01080	NP_005347.3	in vivo	9488700
LCK	01080	NP_005347.3	DOK1	04228	NP_001372.1	in vivo	10799545
BCAR1	04248	NP_055382.2	LCK	01080	NP_005347.3	in vitro	9020138
UNC119	04927	NP_005139.1	LCK	01080	NP_005347.3	in vitro;in vivo	14757743
SH2D2A	05152	NP_003966.2	LCK	01080	NP_005347.3	in vivo	10553045
TRAT1	05392	NP_057472.2	LCK	01080	NP_005347.3	in vitro	9687533
SIT1	05394	NP_055265.1	LCK	01080	NP_005347.3	in vivo	10209036
SKAP1	05396	NP_003717.3	LCK	01080	NP_005347.3	in vitro	9195899
DOK2	05411	NP_003965.2	LCK	01080	NP_005347.3	in vitro;in vivo	10799545
LCK	01080	NP_005347.3	SH2B3	05480	NP_005466.1	in vitro;in vivo	10799879,9169414
COL4A3	00354	NP_000082.2	APP	00100	NP_000475.1	in vitro	9136074
TRPV4	05667	NP_067638.3	LCK	01080	NP_005347.3	in vitro;in vivo	12538589
